90,0
391,0
391,0
391,0
391,0
391,0
392,0
391,0
2,0
392,0
392,0
393,0
393,0
392,0
392,0
392,0
392,0
392,0
390,0
388,0
388,0
389,0
389,0
389,0
390,0
390,0
390,0
391,0
391,0
391,0
391,0
391,0
392,0
391,0
462,0
451,0
443,0
435,0
428,0
422,0
418,0
414,0
410,0
407,0
405,0
403,0
401,0
400,0
399,0
397,0
397,0
396,0
395,0
395,0
395,0
394,0
394,0
394,0
394,0
394,0
395,0
394,0
394,0
394,0
394,0
393,0
395,0
395,0
396,0
395,0
394,0
394,0
394,0
393,0
393,0
393,0
393,0
392,0
392,0
392,0
392,0
392,0
392,0
392,0
392,0
392,0
391,0
91,1
391,1
391,1
391,1
393,1
395,1
393,1
390,1
391,1
392,1
392,1
391,1
391,1
391,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
462,1
451,1
497,1
493,1
548,1
451,1
516,1
432,1
414,1
549,1
377,1
569,1
390,1
533,1
394,1
540,1
359,1
498,1
457,1
372,1
562,1
385,1
524,1
516,1
399,1
592,1
345,1
576,1
429,1
430,1
555,1
325,1
525,1
447,1
318,1
538,1
322,1
487,1
305,1
481,1
326,1
439,1
293,1
493,1
409,1
323,1
548,1
416,1
403,1
645,1
366,1
470,1
554,1
352,1
308,1
323,1
382,1
394,1
437,1
336,1
304,1
316,1
323,1
334,1
510,1
459,1
403,1
443,1
527,1
435,1
527,1
588,1
429,1
461,1
560,1
428,1
440,1
535,1
